dataset_id,track_id,selection_id,selection_role,source_zip_path,internal_path,row_number,metric_name,raw_metric_value,longitude,latitude,altitude_m,x_local_m,y_local_m,z_local_m,x_aligned_m,y_aligned_m,bs_distance_m,bs_bearing_deg,bs_elevation_deg,note,x_m,y_m,field_score,combined_metric_risk,global_confidence,metric_confidence,poor_proximity,nearest_measured_dist_m,nearest_poor_dist_m,predicted_sinr_db,predicted_throughput_mbps
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,696,measured_throughput_mbps,161.0,-78.6998324,35.7264192,30.058,-353.7805548897163,-118.15213163676385,30.058,159.9643528686545,118.78677196382573,373.4271352161408,251.5322211811183,2.7765493948868367,,159.9643528686545,118.78677196382573,0.964719232569022,0.9584932147870847,1.0,1.0,1.0,0.0,0.0,21.0,161.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,697,measured_throughput_mbps,172.0,-78.699873,35.7263387,30.052,-357.4321125046254,-127.11148708503616,30.052,156.31279525374538,109.82741651555342,379.7920604024529,250.42338574645248,2.7289205712911535,,156.31279525374538,109.82741651555342,0.9428427702386524,0.9327562002807674,1.0,1.0,1.0,0.0,0.0,21.0,172.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,698,measured_throughput_mbps,157.0,-78.6999088,35.7262675,30.037,-360.65146010014513,-135.03490544578707,30.037,153.09344765822567,101.90399815480251,385.525990735251,249.47312469756025,2.685933488031204,,153.09344765822567,101.90399815480251,0.9726743097800655,0.9678521291530182,1.0,1.0,1.0,0.0,0.0,21.0,157.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,699,measured_throughput_mbps,155.0,-78.6999389,35.7262059,30.048,-363.35742405408735,-141.88931158837892,30.048,150.38748370428345,95.04959201221067,390.4970579436802,248.66959593760646,2.6532192740900165,,150.38748370428345,95.04959201221067,0.9766518483855873,0.972531586335985,1.0,1.0,1.0,0.0,0.0,21.0,155.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,700,measured_throughput_mbps,146.0,-78.6999643,35.7261556,29.982,-365.64120912854673,-147.48592825822914,29.982,148.10369862982407,89.45297534236045,394.677010170146,248.03270288309966,2.6154008347935096,,148.10369862982407,89.45297534236045,0.9945507721104352,0.9935891436593355,1.0,1.0,1.0,0.0,0.0,21.0,146.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,701,measured_throughput_mbps,157.0,-78.6999832,35.7261187,29.794,-367.3406508921596,-151.59136890799562,29.794,146.4042568662112,85.34753469259397,397.7897477930253,247.57540881969945,2.5677069730885456,,146.4042568662112,85.34753469259397,1.0151743097800654,1.0178521291530183,1.0,1.0,1.0,0.0,0.0,20.0,157.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,702,measured_throughput_mbps,141.0,-78.6999955,35.7260941,29.737,-368.4464114181813,-154.32819970234775,29.737,145.2984963401895,82.61070389824184,399.85684380674127,247.27304245577216,2.5461921466545974,,145.2984963401895,82.61070389824184,1.0469946186242396,1.0552877866167525,1.0,1.0,1.0,0.0,0.0,20.0,141.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,703,measured_throughput_mbps,142.0,-78.7000015,35.7260834,29.884,-368.98618792944063,-155.5186050196517,29.884,144.75871982893017,81.4202985809379,400.8212006619426,247.14577325296398,2.5611087243307065,,144.75871982893017,81.4202985809379,1.0450058493214787,1.052948058025269,1.0,1.0,1.0,0.0,0.0,20.0,142.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,704,measured_throughput_mbps,141.0,-78.7000017,35.7260821,30.003,-369.00387398055045,-155.66320399825605,30.003,144.74103377782035,81.27569960233353,400.8989476005679,247.12769318816186,2.5776586685794984,,144.74103377782035,81.27569960233353,1.0469946186242396,1.0552877866167525,1.0,1.0,1.0,0.0,0.0,20.0,141.0
aerpaw,pawprints_iperf_throughput_altitude30m_flight1,,candidate,C:\Users\52834\Downloads\aerpaw-dataset-24.zip,aerpaw-dataset-24/Logs/pawprints_iperf_throughput_altitude30m_flight1.csv,705,measured_throughput_mbps,147.0,-78.7000006,35.7260839,30.044,-368.9048583287767,-155.46294359495963,30.044,144.8400494295941,81.47596000562996,400.73192851633314,247.14859340647874,2.5846135777846952,,144.8400494295941,81.47596000562996,1.0350620028076742,1.0412494150678522,1.0,1.0,1.0,0.0,0.0,20.0,147.0
